gender,age,id,became_member_on,income
F,38,4923,20180319,48000.0
M,75,4924,20180421,61000.0
M,73,4925,20131114,45000.0
M,55,4926,20180616,69000.0
M,67,4927,20171226,91000.0
F,57,4928,20171111,84000.0
M,26,4929,20180510,69000.0
M,61,4930,20160206,65000.0
M,28,4931,20180116,48000.0
F,50,4932,20170926,65000.0
F,38,4933,20151021,38000.0
M,24,4934,20170930,39000.0
F,29,4935,20160619,33000.0
F,90,4936,20151002,78000.0
F,85,4937,20161207,88000.0
F,43,4938,20171204,79000.0
M,64,4939,20170110,88000.0
,118,4940,20171225,
M,38,4941,20170909,96000.0
F,48,4942,20170618,45000.0
O,57,4943,20170823,91000.0
M,63,4944,20180517,60000.0
F,63,4945,20150803,92000.0
M,56,4946,20160810,63000.0
M,70,4947,20170819,51000.0
M,32,4948,20171023,40000.0
M,80,4949,20180602,112000.0
F,87,4950,20171106,83000.0
M,55,4951,20150623,58000.0
M,25,4952,20180529,73000.0
,118,4953,20160219,
M,62,4954,20180519,64000.0
F,53,4955,20170801,46000.0
,118,4956,20180306,
M,19,4957,20170427,44000.0
F,47,4958,20170519,42000.0
M,58,4959,20180321,78000.0
M,54,4960,20170827,45000.0
M,60,4961,20160625,52000.0
M,83,4962,20170312,60000.0
F,82,4963,20170822,65000.0
M,49,4964,20180125,41000.0
M,49,4965,20180612,68000.0
M,73,4966,20160807,57000.0
,118,4967,20170424,
F,50,4968,20180707,87000.0
F,32,4969,20151208,48000.0
F,52,4970,20160614,64000.0
,118,4971,20150903,
F,45,4972,20180222,42000.0
F,85,4973,20171031,90000.0
M,73,4974,20180515,38000.0
F,20,4975,20160522,64000.0
M,22,4976,20171017,53000.0
F,43,4977,20160119,68000.0
F,67,4978,20171019,56000.0
F,70,4979,20160712,81000.0
F,72,4980,20170606,74000.0
F,44,4981,20160111,42000.0
,118,4982,20160914,
,118,4983,20160528,
M,47,4984,20150223,70000.0
F,75,4985,20171103,99000.0
M,27,4986,20170825,55000.0
F,66,4987,20160529,99000.0
M,38,4988,20180312,35000.0
M,89,4989,20160131,119000.0
F,73,4990,20140922,56000.0
F,22,4991,20180426,32000.0
F,90,4992,20171029,66000.0
M,29,4993,20151130,44000.0
F,51,4994,20150829,92000.0
,118,4995,20171130,
,118,4996,20161028,
M,76,4997,20171118,34000.0
F,46,4998,20160713,70000.0
F,53,4999,20180412,91000.0
F,67,5000,20171224,85000.0
F,53,5001,20171123,74000.0
M,71,5002,20170824,73000.0
M,35,5003,20180621,53000.0
M,64,5004,20171017,63000.0
F,95,5005,20180725,41000.0
M,65,5006,20170914,57000.0
M,78,5007,20140909,64000.0
M,49,5008,20140919,33000.0
M,54,5009,20170425,75000.0
M,67,5010,20130805,97000.0
F,62,5011,20170131,43000.0
M,35,5012,20171026,61000.0
F,73,5013,20151009,55000.0
F,23,5014,20151122,31000.0
M,88,5015,20170927,52000.0
F,74,5016,20160327,92000.0
M,57,5017,20140603,55000.0
M,53,5018,20171006,80000.0
M,50,5019,20180606,37000.0
M,25,5020,20180721,45000.0
F,60,5021,20171214,69000.0
F,40,5022,20140524,33000.0
M,63,5023,20140120,79000.0
F,80,5024,20170622,79000.0
O,69,5025,20180225,46000.0
M,29,5026,20170817,50000.0
F,51,5027,20171108,70000.0
F,57,5028,20160326,74000.0
F,50,5029,20160822,106000.0
,118,5030,20170521,
M,62,5031,20180625,46000.0
M,20,5032,20170802,58000.0
F,63,5033,20160213,34000.0
M,30,5034,20160607,49000.0
F,26,5035,20171023,48000.0
F,62,5036,20170503,64000.0
M,25,5037,20170423,32000.0
,118,5038,20180607,
F,28,5039,20171105,43000.0
F,68,5040,20160316,89000.0
,118,5041,20161030,
M,75,5042,20140203,92000.0
M,26,5043,20180707,70000.0
F,52,5044,20151207,54000.0
M,54,5045,20161020,113000.0
M,79,5046,20161125,101000.0
M,28,5047,20180702,47000.0
M,55,5048,20151009,62000.0
M,27,5049,20180112,59000.0
F,21,5050,20150123,36000.0
F,61,5051,20180318,64000.0
M,40,5052,20160721,59000.0
M,67,5053,20180119,36000.0
F,66,5054,20171214,88000.0
M,55,5055,20171116,31000.0
M,70,5056,20151025,46000.0
F,19,5057,20160730,62000.0
F,55,5058,20160618,78000.0
M,54,5059,20180112,63000.0
M,67,5060,20170324,66000.0
,118,5061,20171209,
F,35,5062,20170208,41000.0
O,57,5063,20171021,87000.0
F,62,5064,20160205,99000.0
M,32,5065,20170906,35000.0
M,43,5066,20170812,68000.0
M,19,5067,20180209,49000.0
M,46,5068,20171119,51000.0
M,70,5069,20180617,43000.0
O,82,5070,20171211,46000.0
M,67,5071,20170915,65000.0
M,61,5072,20171018,37000.0
M,52,5073,20150831,85000.0
F,63,5074,20171029,79000.0
F,90,5075,20160722,119000.0
F,54,5076,20150829,75000.0
M,71,5077,20170728,53000.0
M,22,5078,20171220,53000.0
M,24,5079,20180605,46000.0
F,25,5080,20140316,68000.0
F,43,5081,20170829,63000.0
F,74,5082,20180108,53000.0
F,53,5083,20160825,100000.0
F,66,5084,20160710,51000.0
F,74,5085,20160909,82000.0
F,43,5086,20180722,60000.0
,118,5087,20180623,
,118,5088,20171021,
M,55,5089,20171006,41000.0
M,40,5090,20160630,69000.0
F,64,5091,20180517,66000.0
M,42,5092,20140902,32000.0
F,65,5093,20171202,60000.0
M,34,5094,20180415,41000.0
M,27,5095,20170415,67000.0
F,64,5096,20180613,51000.0
F,33,5097,20161019,36000.0
M,60,5098,20170912,68000.0
M,64,5099,20180531,72000.0
F,63,5100,20170810,77000.0
F,53,5101,20160414,44000.0
F,88,5102,20160102,116000.0
F,89,5103,20160129,71000.0
,118,5104,20170926,
M,27,5105,20150830,73000.0
F,59,5106,20171009,71000.0
,118,5107,20171207,
M,44,5108,20180101,46000.0
M,36,5109,20161123,56000.0
M,49,5110,20171229,55000.0
F,35,5111,20160601,41000.0
M,64,5112,20180127,57000.0
M,50,5113,20140917,35000.0
M,64,5114,20180310,65000.0
F,47,5115,20160828,66000.0
M,27,5116,20171215,69000.0
F,43,5117,20170114,84000.0
M,89,5118,20180308,88000.0
F,48,5119,20130906,35000.0
O,42,5120,20161027,58000.0
F,65,5121,20171004,102000.0
F,43,5122,20161113,67000.0
F,51,5123,20161028,112000.0
,118,5124,20170521,
M,39,5125,20170605,42000.0
M,48,5126,20180719,70000.0
M,68,5127,20140330,69000.0
M,59,5128,20170204,34000.0
,118,5129,20171218,
F,33,5130,20180628,35000.0
M,25,5131,20160112,59000.0
M,66,5132,20150508,55000.0
,118,5133,20180104,
F,80,5134,20141229,64000.0
F,58,5135,20171125,73000.0
F,52,5136,20170112,97000.0
F,38,5137,20171219,84000.0
M,22,5138,20171111,61000.0
F,50,5139,20170311,82000.0
M,59,5140,20180318,57000.0
M,27,5141,20171201,55000.0
F,58,5142,20161010,88000.0
F,36,5143,20171009,39000.0
F,61,5144,20160727,106000.0
M,52,5145,20180423,64000.0
M,46,5146,20160404,32000.0
F,61,5147,20180412,111000.0
F,36,5148,20180624,64000.0
M,38,5149,20160223,64000.0
M,27,5150,20180313,31000.0
M,55,5151,20180425,85000.0
,118,5152,20180501,
M,70,5153,20170505,52000.0
M,89,5154,20180719,74000.0
M,55,5155,20180509,57000.0
M,60,5156,20180616,63000.0
M,76,5157,20160115,60000.0
F,50,5158,20170124,82000.0
F,77,5159,20170813,51000.0
,118,5160,20160228,
M,54,5161,20180129,55000.0
F,49,5162,20161120,88000.0
O,68,5163,20171018,57000.0
F,25,5164,20160412,69000.0
F,88,5165,20160729,80000.0
M,26,5166,20180112,40000.0
M,68,5167,20140630,38000.0
M,40,5168,20161014,85000.0
F,50,5169,20170806,65000.0
,118,5170,20161103,
M,56,5171,20170512,61000.0
M,58,5172,20180224,62000.0
F,79,5173,20180307,41000.0
M,27,5174,20160222,69000.0
F,48,5175,20171119,72000.0
M,29,5176,20170502,38000.0
F,84,5177,20170311,118000.0
F,86,5178,20180605,68000.0
F,37,5179,20180426,45000.0
F,58,5180,20161225,70000.0
,118,5181,20180416,
F,53,5182,20180123,113000.0
M,65,5183,20140111,48000.0
F,55,5184,20180102,33000.0
M,79,5185,20151115,102000.0
M,76,5186,20170228,72000.0
M,77,5187,20171016,50000.0
M,52,5188,20151023,82000.0
F,58,5189,20160724,82000.0
M,70,5190,20180208,90000.0
M,42,5191,20150530,73000.0
M,50,5192,20170209,43000.0
F,57,5193,20180605,90000.0
F,42,5194,20170903,45000.0
M,47,5195,20171024,31000.0
,118,5196,20180309,
F,68,5197,20160331,66000.0
M,47,5198,20171104,68000.0
M,63,5199,20160702,55000.0
F,55,5200,20171202,39000.0
F,23,5201,20160221,35000.0
M,35,5202,20180106,55000.0
F,45,5203,20171211,70000.0
F,59,5204,20180402,55000.0
M,80,5205,20180714,89000.0
M,19,5206,20170831,49000.0
F,74,5207,20151231,84000.0
,118,5208,20171120,
F,29,5209,20180218,38000.0
M,20,5210,20180210,31000.0
M,45,5211,20160821,63000.0
F,92,5212,20170913,86000.0
M,21,5213,20170921,46000.0
M,53,5214,20171012,60000.0
M,84,5215,20161208,95000.0
M,21,5216,20180106,59000.0
M,64,5217,20171020,51000.0
M,76,5218,20150921,44000.0
M,64,5219,20170129,75000.0
F,59,5220,20171130,90000.0
M,42,5221,20170914,61000.0
M,57,5222,20150913,76000.0
F,70,5223,20170119,36000.0
,118,5224,20140205,
M,49,5225,20140224,77000.0
F,68,5226,20180621,73000.0
F,47,5227,20161210,59000.0
,118,5228,20180427,
F,56,5229,20150223,54000.0
M,20,5230,20131116,40000.0
M,60,5231,20150916,71000.0
F,64,5232,20170822,67000.0
F,85,5233,20180507,89000.0
M,67,5234,20160705,92000.0
F,31,5235,20180519,46000.0
F,47,5236,20171209,72000.0
F,60,5237,20170803,58000.0
M,26,5238,20180404,70000.0
F,32,5239,20171030,34000.0
M,35,5240,20180401,69000.0
M,55,5241,20150323,34000.0
M,41,5242,20170327,64000.0
F,69,5243,20150920,83000.0
M,56,5244,20170628,79000.0
M,23,5245,20140221,32000.0
F,45,5246,20180518,36000.0
F,65,5247,20160318,83000.0
M,59,5248,20170913,73000.0
F,65,5249,20160705,72000.0
M,34,5250,20141009,61000.0
F,52,5251,20160429,68000.0
M,53,5252,20180608,81000.0
M,58,5253,20150915,75000.0
F,58,5254,20160808,85000.0
M,66,5255,20180722,60000.0
M,51,5256,20160808,63000.0
M,56,5257,20180711,66000.0
F,58,5258,20160617,109000.0
,118,5259,20171027,
M,21,5260,20171210,72000.0
M,48,5261,20161220,83000.0
M,73,5262,20161027,97000.0
F,61,5263,20170817,33000.0
F,24,5264,20171028,73000.0
F,53,5265,20170922,43000.0
M,68,5266,20131210,87000.0
M,76,5267,20170911,39000.0
M,58,5268,20161114,86000.0
F,51,5269,20180212,116000.0
M,60,5270,20161218,45000.0
M,80,5271,20140330,51000.0
M,54,5272,20170602,57000.0
,118,5273,20160804,
F,70,5274,20171017,57000.0
F,65,5275,20171205,87000.0
M,56,5276,20180507,88000.0
,118,5277,20180520,
M,47,5278,20180507,90000.0
,118,5279,20160330,
F,60,5280,20180504,78000.0
M,57,5281,20170626,61000.0
F,30,5282,20170728,65000.0
M,69,5283,20180122,80000.0
F,50,5284,20170912,107000.0
F,59,5285,20170916,96000.0
M,37,5286,20171125,49000.0
,118,5287,20180427,
F,67,5288,20180429,62000.0
F,54,5289,20180501,81000.0
M,26,5290,20171111,74000.0
M,29,5291,20180510,67000.0
O,79,5292,20151021,57000.0
F,55,5293,20160419,78000.0
M,67,5294,20171002,44000.0
M,44,5295,20180504,38000.0
M,37,5296,20180501,39000.0
,118,5297,20180113,
F,69,5298,20160101,73000.0
F,40,5299,20160501,61000.0
F,41,5300,20160211,54000.0
M,37,5301,20180529,71000.0
,118,5302,20170807,
,118,5303,20160511,
M,19,5304,20180107,65000.0
F,33,5305,20170325,51000.0
,118,5306,20180118,
M,56,5307,20160123,49000.0
,118,5308,20170822,
M,82,5309,20171116,40000.0
,118,5310,20171122,
F,69,5311,20180614,80000.0
,118,5312,20170613,
M,53,5313,20180220,57000.0
F,29,5314,20180127,43000.0
M,63,5315,20180110,31000.0
F,48,5316,20171008,56000.0
F,48,5317,20180605,58000.0
M,58,5318,20160110,71000.0
F,72,5319,20170920,87000.0
M,60,5320,20180708,60000.0
M,28,5321,20131008,40000.0
,118,5322,20180215,
M,53,5323,20180301,32000.0
F,68,5324,20150906,105000.0
F,69,5325,20161003,73000.0
,118,5326,20180511,
,118,5327,20171021,
M,77,5328,20140720,44000.0
M,27,5329,20171129,45000.0
M,57,5330,20170923,104000.0
F,76,5331,20171210,65000.0
F,29,5332,20160226,56000.0
F,54,5333,20170829,87000.0
F,58,5334,20170204,86000.0
F,89,5335,20180507,100000.0
M,65,5336,20180422,52000.0
M,45,5337,20140630,54000.0
O,55,5338,20151013,63000.0
M,20,5339,20180526,41000.0
M,52,5340,20171118,56000.0
F,62,5341,20170130,120000.0
F,77,5342,20160525,109000.0
F,60,5343,20170614,85000.0
M,48,5344,20170428,53000.0
M,61,5345,20160923,55000.0
M,29,5346,20180510,53000.0
M,71,5347,20150520,38000.0
M,53,5348,20180506,49000.0
M,83,5349,20160804,90000.0
F,53,5350,20170726,87000.0
F,67,5351,20151028,109000.0
M,53,5352,20150725,86000.0
M,39,5353,20171019,58000.0
M,66,5354,20160810,90000.0
M,72,5355,20171005,36000.0
F,59,5356,20161230,89000.0
,118,5357,20170718,
F,75,5358,20170403,71000.0
M,77,5359,20180608,87000.0
,118,5360,20180212,
,118,5361,20180412,
F,74,5362,20170830,31000.0
F,68,5363,20171015,84000.0
M,70,5364,20180614,48000.0
M,34,5365,20171214,68000.0
M,59,5366,20160510,64000.0
M,58,5367,20151217,57000.0
,118,5368,20160110,
F,53,5369,20180308,73000.0
F,36,5370,20140404,31000.0
M,48,5371,20160208,60000.0
M,71,5372,20180530,119000.0
,118,5373,20140919,
M,73,5374,20140218,93000.0
M,45,5375,20170917,35000.0
F,61,5376,20160718,58000.0
F,84,5377,20161017,64000.0
,118,5378,20160410,
,118,5379,20161116,
M,48,5380,20171226,40000.0
M,62,5381,20150930,65000.0
F,54,5382,20180118,85000.0
M,34,5383,20160807,55000.0
M,41,5384,20170914,36000.0
F,64,5385,20180320,108000.0
F,62,5386,20171009,59000.0
M,87,5387,20180128,33000.0
F,35,5388,20170720,33000.0
F,66,5389,20180423,59000.0
F,34,5390,20160712,54000.0
F,32,5391,20180422,70000.0
M,55,5392,20151022,70000.0
F,70,5393,20140130,31000.0
M,58,5394,20160316,60000.0
F,43,5395,20171113,70000.0
M,41,5396,20170906,35000.0
M,73,5397,20171228,71000.0
O,61,5398,20161102,98000.0
F,74,5399,20160103,39000.0
F,58,5400,20170413,68000.0
F,80,5401,20150823,38000.0
M,47,5402,20180222,74000.0
F,60,5403,20171220,92000.0
F,33,5404,20170421,51000.0
F,52,5405,20180630,41000.0
,118,5406,20151101,
M,54,5407,20170808,119000.0
M,44,5408,20171121,73000.0
M,39,5409,20171018,39000.0
F,27,5410,20171205,33000.0
F,75,5411,20150807,86000.0
F,77,5412,20170819,105000.0
F,33,5413,20180613,46000.0
F,69,5414,20151225,112000.0
F,34,5415,20171102,58000.0
F,51,5416,20160413,72000.0
,118,5417,20171014,
M,63,5418,20140812,46000.0
M,47,5419,20171029,50000.0
M,34,5420,20171106,44000.0
M,33,5421,20171027,46000.0
M,47,5422,20170921,54000.0
,118,5423,20160905,
F,77,5424,20180718,74000.0
,118,5425,20170801,
,118,5426,20160716,
M,62,5427,20180710,41000.0
M,51,5428,20151218,114000.0
,118,5429,20171112,
F,25,5430,20151121,48000.0
M,65,5431,20171021,36000.0
M,49,5432,20140312,68000.0
F,80,5433,20171204,52000.0
M,76,5434,20160501,111000.0
M,56,5435,20180318,58000.0
M,36,5436,20160424,30000.0
O,26,5437,20180117,36000.0
F,56,5438,20170614,69000.0
M,66,5439,20170903,48000.0
,118,5440,20170915,
F,82,5441,20171212,101000.0
F,57,5442,20180325,98000.0
M,69,5443,20180402,48000.0
M,20,5444,20180311,33000.0
F,48,5445,20180123,90000.0
M,60,5446,20161118,85000.0
M,39,5447,20151113,60000.0
M,31,5448,20180511,70000.0
M,46,5449,20160409,31000.0
F,76,5450,20160106,82000.0
F,62,5451,20171025,88000.0
F,55,5452,20170625,71000.0
F,39,5453,20160115,50000.0
F,49,5454,20180327,43000.0
M,57,5455,20171003,60000.0
M,18,5456,20161229,47000.0
F,21,5457,20160325,70000.0
M,37,5458,20180113,42000.0
F,64,5459,20160328,87000.0
F,60,5460,20170906,93000.0
F,83,5461,20180420,89000.0
,118,5462,20160821,
F,62,5463,20171010,104000.0
M,22,5464,20171017,43000.0
M,46,5465,20160426,56000.0
M,58,5466,20170528,38000.0
M,40,5467,20171005,70000.0
M,49,5468,20160818,54000.0
M,78,5469,20171008,74000.0
,118,5470,20180705,
M,35,5471,20171217,48000.0
M,69,5472,20141126,92000.0
M,23,5473,20171124,74000.0
,118,5474,20170120,
F,18,5475,20131007,53000.0
M,44,5476,20170624,47000.0
M,54,5477,20140204,57000.0
M,62,5478,20150108,55000.0
F,42,5479,20150916,53000.0
F,97,5480,20170929,52000.0
M,63,5481,20180120,33000.0
M,32,5482,20160604,53000.0
M,71,5483,20140724,47000.0
F,30,5484,20180108,66000.0
M,39,5485,20170604,71000.0
F,65,5486,20160517,66000.0
M,75,5487,20140624,86000.0
F,44,5488,20160310,100000.0
M,50,5489,20180707,51000.0
M,21,5490,20180703,43000.0
M,72,5491,20160609,56000.0
F,64,5492,20170126,36000.0
F,47,5493,20161218,55000.0
F,71,5494,20180114,85000.0
F,26,5495,20160517,41000.0
F,36,5496,20180424,35000.0
F,60,5497,20160913,118000.0
F,49,5498,20160804,53000.0
M,38,5499,20180722,50000.0
M,45,5500,20180422,43000.0
M,47,5501,20170329,70000.0
M,45,5502,20160422,68000.0
M,55,5503,20141111,91000.0
F,50,5504,20170515,66000.0
,118,5505,20160314,
M,24,5506,20180509,70000.0
,118,5507,20150805,
,118,5508,20161024,
,118,5509,20180217,
F,51,5510,20150802,119000.0
F,49,5511,20180126,58000.0
F,60,5512,20180105,78000.0
F,53,5513,20160521,87000.0
F,81,5514,20140604,94000.0
M,57,5515,20180701,98000.0
M,46,5516,20140717,58000.0
M,32,5517,20180301,61000.0
M,37,5518,20160127,99000.0
F,51,5519,20170830,86000.0
M,58,5520,20140305,67000.0
M,51,5521,20180630,65000.0
M,34,5522,20180520,32000.0
M,67,5523,20170330,84000.0
M,83,5524,20160729,71000.0
F,22,5525,20170817,64000.0
M,55,5526,20180519,57000.0
M,44,5527,20180217,43000.0
M,23,5528,20180628,38000.0
M,57,5529,20160930,69000.0
M,45,5530,20180416,43000.0
,118,5531,20180706,
M,76,5532,20161123,85000.0
F,61,5533,20180203,105000.0
F,54,5534,20180602,77000.0
M,47,5535,20160229,62000.0
F,25,5536,20171227,72000.0
M,58,5537,20170304,54000.0
F,50,5538,20160708,63000.0
F,36,5539,20161025,46000.0
F,55,5540,20161224,71000.0
M,37,5541,20180420,56000.0
M,53,5542,20151221,87000.0
M,68,5543,20170401,33000.0
M,34,5544,20150429,52000.0
,118,5545,20160423,
F,71,5546,20151229,98000.0
M,68,5547,20150311,44000.0
M,20,5548,20150917,66000.0
O,43,5549,20150825,78000.0
M,61,5550,20130926,81000.0
F,36,5551,20151022,64000.0
F,72,5552,20171011,118000.0
F,22,5553,20151007,37000.0
F,59,5554,20180311,93000.0
M,66,5555,20131219,45000.0
M,49,5556,20160711,68000.0
M,24,5557,20140518,56000.0
M,59,5558,20160208,57000.0
M,81,5559,20180423,79000.0
M,19,5560,20170801,56000.0
F,46,5561,20170728,81000.0
M,30,5562,20150110,40000.0
F,62,5563,20170323,78000.0
M,71,5564,20150804,86000.0
F,37,5565,20180720,56000.0
F,33,5566,20150911,47000.0
M,37,5567,20171123,49000.0
F,60,5568,20170829,82000.0
M,52,5569,20150905,92000.0
,118,5570,20171105,
O,32,5571,20171019,37000.0
M,92,5572,20151019,60000.0
M,56,5573,20180219,58000.0
F,57,5574,20170920,74000.0
M,43,5575,20160903,38000.0
M,58,5576,20170825,96000.0
,118,5577,20160419,
,118,5578,20160924,
,118,5579,20180512,
M,53,5580,20150531,65000.0
,118,5581,20170525,
M,38,5582,20171230,58000.0
,118,5583,20160204,
M,22,5584,20151208,46000.0
F,20,5585,20170804,35000.0
M,72,5586,20150919,117000.0
M,80,5587,20170203,75000.0
M,33,5588,20141012,32000.0
F,30,5589,20171002,47000.0
M,42,5590,20180310,95000.0
F,53,5591,20171123,71000.0
,118,5592,20170405,
M,63,5593,20170312,86000.0
M,68,5594,20170322,87000.0
M,30,5595,20171009,62000.0
F,62,5596,20170504,86000.0
F,29,5597,20160212,33000.0
F,49,5598,20180524,111000.0
M,55,5599,20180329,76000.0
F,76,5600,20170706,103000.0
M,22,5601,20160114,42000.0
O,90,5602,20170827,63000.0
F,39,5603,20180216,80000.0
M,34,5604,20170904,53000.0
M,50,5605,20180722,41000.0
F,60,5606,20141221,44000.0
M,63,5607,20180315,54000.0
,118,5608,20160301,
M,32,5609,20161116,57000.0
M,42,5610,20180612,59000.0
F,25,5611,20160906,54000.0
M,20,5612,20160303,31000.0
F,70,5613,20180215,92000.0
F,59,5614,20160731,67000.0
M,58,5615,20131110,61000.0
M,38,5616,20150113,54000.0
F,56,5617,20180525,96000.0
F,32,5618,20180306,37000.0
F,58,5619,20171225,30000.0
M,22,5620,20140821,60000.0
M,66,5621,20171217,70000.0
M,62,5622,20180220,56000.0
M,64,5623,20130918,71000.0
F,63,5624,20160723,95000.0
F,71,5625,20170822,80000.0
M,66,5626,20140828,82000.0
F,51,5627,20170723,87000.0
,118,5628,20180527,
M,65,5629,20180213,90000.0
M,54,5630,20180123,42000.0
F,35,5631,20150920,54000.0
M,42,5632,20160729,51000.0
M,21,5633,20180225,34000.0
F,65,5634,20170120,70000.0
F,65,5635,20160213,60000.0
M,50,5636,20171109,53000.0
M,55,5637,20160108,59000.0
M,57,5638,20150923,58000.0
F,66,5639,20170929,34000.0
,118,5640,20180719,
F,68,5641,20180724,76000.0
M,65,5642,20171004,91000.0
,118,5643,20171207,
F,44,5644,20170310,34000.0
M,69,5645,20171030,72000.0
F,54,5646,20180123,70000.0
M,39,5647,20171211,40000.0
F,22,5648,20170203,54000.0
F,82,5649,20161002,59000.0
M,76,5650,20171020,59000.0
,118,5651,20180625,
M,20,5652,20171224,45000.0
M,58,5653,20150527,90000.0
F,48,5654,20180119,70000.0
M,37,5655,20180516,32000.0
F,60,5656,20170830,37000.0
M,32,5657,20170529,50000.0
M,65,5658,20180528,43000.0
F,58,5659,20161016,92000.0
F,36,5660,20160207,70000.0
M,65,5661,20180120,73000.0
M,37,5662,20171019,34000.0
F,49,5663,20160823,100000.0
M,54,5664,20170820,73000.0
M,56,5665,20180423,52000.0
,118,5666,20180627,
,118,5667,20180326,
M,78,5668,20150102,52000.0
M,51,5669,20180406,68000.0
,118,5670,20170728,
M,54,5671,20170727,48000.0
M,48,5672,20170824,60000.0
F,53,5673,20170823,102000.0
M,67,5674,20180228,59000.0
M,50,5675,20180301,37000.0
F,59,5676,20150910,35000.0
F,66,5677,20180423,52000.0
M,62,5678,20160409,48000.0
M,50,5679,20160921,31000.0
F,56,5680,20171104,51000.0
M,76,5681,20151218,77000.0
F,37,5682,20171027,40000.0
F,69,5683,20170407,64000.0
M,41,5684,20131124,98000.0
,118,5685,20160617,
M,64,5686,20160916,34000.0
M,66,5687,20151022,77000.0
M,65,5688,20161028,46000.0
M,72,5689,20180617,74000.0
F,58,5690,20171211,77000.0
F,59,5691,20161205,98000.0
M,64,5692,20170309,84000.0
M,51,5693,20180314,42000.0
M,25,5694,20180220,30000.0
F,75,5695,20171227,89000.0
F,78,5696,20151122,80000.0
M,89,5697,20150922,57000.0
,118,5698,20161012,
F,80,5699,20171010,74000.0
M,63,5700,20160302,78000.0
M,43,5701,20160630,39000.0
F,49,5702,20180118,54000.0
F,60,5703,20180722,92000.0
O,74,5704,20180126,65000.0
F,54,5705,20150831,99000.0
F,46,5706,20170923,33000.0
F,74,5707,20180523,35000.0
M,37,5708,20171030,45000.0
M,80,5709,20180714,48000.0
F,69,5710,20160103,62000.0
M,19,5711,20180101,37000.0
M,39,5712,20150902,91000.0
M,53,5713,20150919,55000.0
F,45,5714,20180523,75000.0
M,40,5715,20180104,35000.0
M,45,5716,20180114,52000.0
F,58,5717,20150906,85000.0
F,50,5718,20151007,95000.0
F,79,5719,20180310,76000.0
F,64,5720,20161207,106000.0
M,42,5721,20180423,54000.0
F,46,5722,20160619,58000.0
M,76,5723,20171220,64000.0
,118,5724,20160728,
F,83,5725,20150922,115000.0
M,67,5726,20150919,88000.0
F,47,5727,20180321,34000.0
F,64,5728,20170209,72000.0
,118,5729,20171217,
M,64,5730,20180613,76000.0
M,51,5731,20171227,104000.0
F,20,5732,20171113,49000.0
F,21,5733,20180224,50000.0
M,47,5734,20170928,46000.0
M,53,5735,20180313,98000.0
F,19,5736,20180525,65000.0
F,58,5737,20180604,58000.0
F,51,5738,20160913,82000.0
M,79,5739,20160827,105000.0
,118,5740,20170823,
F,57,5741,20160826,73000.0
M,39,5742,20180518,59000.0
M,20,5743,20171020,72000.0
M,29,5744,20170920,38000.0
M,42,5745,20171214,36000.0
M,77,5746,20170324,92000.0
M,51,5747,20180606,38000.0
M,32,5748,20180520,34000.0
F,43,5749,20150803,57000.0
,118,5750,20170829,
F,46,5751,20170621,43000.0
,118,5752,20180530,
M,49,5753,20151021,74000.0
M,72,5754,20171114,52000.0
M,60,5755,20170912,77000.0
M,74,5756,20160510,101000.0
,118,5757,20180315,
,118,5758,20160410,
M,37,5759,20150809,53000.0
M,36,5760,20150424,46000.0
M,32,5761,20180518,61000.0
,118,5762,20161022,
O,59,5763,20171207,84000.0
M,41,5764,20161111,75000.0
,118,5765,20170728,
,118,5766,20170107,
M,66,5767,20171003,38000.0
F,50,5768,20170728,69000.0
,118,5769,20171101,
,118,5770,20180108,
F,51,5771,20160402,73000.0
F,70,5772,20160624,108000.0
M,32,5773,20151026,69000.0
M,55,5774,20170630,39000.0
,118,5775,20160813,
M,76,5776,20160405,76000.0
M,23,5777,20151004,32000.0
F,71,5778,20170810,96000.0
F,63,5779,20170303,80000.0
M,44,5780,20180423,47000.0
F,24,5781,20171217,60000.0
M,72,5782,20160913,52000.0
F,59,5783,20180401,97000.0
,118,5784,20170916,
M,58,5785,20180324,54000.0
M,34,5786,20160929,57000.0
M,57,5787,20180428,49000.0
F,61,5788,20180526,77000.0
M,44,5789,20160802,71000.0
F,61,5790,20161126,78000.0
M,67,5791,20180113,39000.0
,118,5792,20160106,
M,22,5793,20180421,33000.0
F,45,5794,20150421,61000.0
M,50,5795,20170928,52000.0
F,94,5796,20161229,86000.0
,118,5797,20150228,
O,31,5798,20180410,37000.0
M,40,5799,20150106,44000.0
M,64,5800,20171027,90000.0
M,55,5801,20140923,36000.0
M,37,5802,20160531,75000.0
M,30,5803,20180301,65000.0
F,50,5804,20180308,114000.0
M,50,5805,20171011,51000.0
,118,5806,20180409,
,118,5807,20151201,
F,61,5808,20160131,91000.0
F,40,5809,20160920,75000.0
F,52,5810,20171003,46000.0
M,73,5811,20170120,60000.0
M,54,5812,20180420,52000.0
M,61,5813,20160810,71000.0
M,90,5814,20170727,72000.0
F,66,5815,20170405,105000.0
F,66,5816,20171002,55000.0
,118,5817,20170830,
M,77,5818,20161220,72000.0
,118,5819,20171230,
M,34,5820,20170205,48000.0
M,52,5821,20180225,80000.0
M,36,5822,20170730,46000.0
M,52,5823,20170513,72000.0
M,56,5824,20170904,38000.0
,118,5825,20160618,
M,22,5826,20180205,30000.0
M,61,5827,20161019,114000.0
F,74,5828,20171121,85000.0
